Fondsposition per,"17.Sept.2026"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"GODREJAGRO","GODREJ AGROVET LTD","Nichtzyklische Konsumgüter","Aktien","530.414,92","0,00","530.414,92","77.856,00","6,81","Indien","National Stock Exchange Of India","INR"
"173","K WAH INTERNATIONAL HOLDINGS LTD","Immobilien","Aktien","531.701,64","0,00","531.701,64","2.091.000,00","0,25","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"8131","FORMOSA ADVANCED TECHNOLOGIES LTD","IT","Aktien","532.006,59","0,00","532.006,59","287.000,00","1,85","Taiwan","Taiwan Stock Exchange","TWD"
"300347","HANGZHOU TIGERMED CONSULTING LTD A","Gesundheitsversorgung","Aktien","533.963,91","0,00","533.963,91","62.800,00","8,50","China","Shenzhen Stock Exchange","CNY"
"HCG","HEALTHCARE GLOBAL ENTERPRISES","Gesundheitsversorgung","Aktien","528.447,45","0,00","528.447,45","73.780,00","7,16","Indien","National Stock Exchange Of India","INR"
"4019","SPECIALIZED MEDICAL","Gesundheitsversorgung","Aktien","523.329,21","0,00","523.329,21","121.501,00","4,31","Saudi-Arabien","Saudi Stock Exchange","SAR"
"4192","AL-SAIF STORES DEVELOPMENT AND INV","Zyklische Konsumgüter ","Aktien","511.050,04","0,00","511.050,04","308.643,00","1,66","Saudi-Arabien","Saudi Stock Exchange","SAR"
"HLIND","HONG LEONG INDUSTRIES","Zyklische Konsumgüter ","Aktien","511.658,94","0,00","511.658,94","124.100,00","4,12","Malaysia","Bursa Malaysia","MYR"
"SPINNEYS","SPINNEYS HOLDING PLC","Nichtzyklische Konsumgüter","Aktien","511.765,05","0,00","511.765,05","1.503.709,00","0,34","Ver. Arabische Emirate","Dubai Financial Market","AED"
"603486","ECOVACS ROBOTICS LTD A","Zyklische Konsumgüter ","Aktien","512.276,81","0,00","512.276,81","69.700,00","7,35","China","Shanghai Stock Exchange","CNY"
"031210","SEOUL GUARANTEE INSURANCE","Finanzwesen","Aktien","513.116,93","0,00","513.116,93","16.760,00","30,62","Korea","Korea Exchange (Stock Market)","KRW"
"3788","HANKING GOLD INTERNATIONAL LTD","Materialien","Aktien","513.507,49","0,00","513.507,49","1.259.000,00","0,41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1232","TTET UNION","Nichtzyklische Konsumgüter","Aktien","513.667,37","0,00","513.667,37","106.000,00","4,85","Taiwan","Taiwan Stock Exchange","TWD"
"4165","AL MAJED OUD CO","Nichtzyklische Konsumgüter","Aktien","514.010,57","0,00","514.010,57","16.131,00","31,86","Saudi-Arabien","Saudi Stock Exchange","SAR"
"TAKAFUL","SYARIKAT TAKAFUL MALAYSIA KELUARGA","Finanzwesen","Aktien","510.746,82","0,00","510.746,82","690.941,00","0,74","Malaysia","Bursa Malaysia","MYR"
"6561","CHIEF TELECOM INC","Kommunikation","Aktien","502.310,04","0,00","502.310,04","50.600,00","9,93","Taiwan","Gretai Securities Market","TWD"
"2300","SAUDI PAPER MANUFACTURING","Materialien","Aktien","502.316,41","0,00","502.316,41","30.047,00","16,72","Saudi-Arabien","Saudi Stock Exchange","SAR"
"032350","LOTTE TOUR DEVELOPMENT LTD","Zyklische Konsumgüter ","Aktien","504.933,32","0,00","504.933,32","59.832,00","8,44","Korea","Korea Exchange (Stock Market)","KRW"
"3316","BINJIANG SERVICE GROUP LTD","Industrie","Aktien","497.759,91","0,00","497.759,91","190.500,00","2,61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6719","UPI SEMICONDUCTOR","IT","Aktien","499.584,41","0,00","499.584,41","88.000,00","5,68","Taiwan","Taiwan Stock Exchange","TWD"
"2666","GENERTEC UNIVERSAL MEDICAL GROUP L","Gesundheitsversorgung","Aktien","495.010,61","0,00","495.010,61","864.000,00","0,57","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9887","NANJING LEADS BIOLABS LTD CLASS H","Gesundheitsversorgung","Aktien","496.698,81","0,00","496.698,81","69.900,00","7,11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"003545","DAISHIN SEC PREFERRED STOCK LTD","Finanzwesen","Aktien","496.880,90","0,00","496.880,90","33.902,00","14,66","Korea","Korea Exchange (Stock Market)","KRW"
"300896","IMEIK TECHNOLOGY DEVELOPMENT LTD A","Gesundheitsversorgung","Aktien","485.784,34","0,00","485.784,34","36.680,00","13,24","China","Shenzhen Stock Exchange","CNY"
"9699","HANGZHOU SF TONGCHENG INDUSTRIAL L","Industrie","Aktien","487.648,57","0,00","487.648,57","448.000,00","1,09","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600600","TSINGTAO BREWERY LTD A","Nichtzyklische Konsumgüter","Aktien","481.609,04","0,00","481.609,04","64.442,00","7,47","China","Shanghai Stock Exchange","CNY"
"1330","DYNAGREEN ENVIRONMENTAL PROTECTION","Industrie","Aktien","471.421,74","0,00","471.421,74","582.000,00","0,81","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"006040","DONGWON INDUSTRIES LTD","Nichtzyklische Konsumgüter","Aktien","466.212,72","0,00","466.212,72","17.794,00","26,20","Korea","Korea Exchange (Stock Market)","KRW"
"MATRIX","MATRIX CONCEPTS HOLDINGS","Immobilien","Aktien","466.340,57","0,00","466.340,57","1.662.200,00","0,28","Malaysia","Bursa Malaysia","MYR"
"SENCO","SENCO GOLD LTD","Zyklische Konsumgüter ","Aktien","466.705,79","0,00","466.705,79","130.786,00","3,57","Indien","National Stock Exchange Of India","INR"
"TTEN3","TRES TENTOS AGROINDUSTRIAL SA","Nichtzyklische Konsumgüter","Aktien","468.467,56","0,00","468.467,56","230.746,00","2,03","Brasilien","XBSP","BRL"
"7786","DONG FANG OFFSHORE LTD","Industrie","Aktien","461.099,35","0,00","461.099,35","122.000,00","3,78","Taiwan","Taiwan Stock Exchange","TWD"
"9668","CHINA BOHAI BANK LTD H H","Finanzwesen","Aktien","463.516,41","0,00","463.516,41","4.517.500,00","0,10","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LYDHO.E","LYDIA HOLDING A.S.","Immobilien","Aktien","450.989,32","0,00","450.989,32","210.065,00","2,15","Türkei","Istanbul Stock Exchange","TRY"
"4084","DERAYAH FINANCIAL","Finanzwesen","Aktien","447.727,41","0,00","447.727,41","80.860,00","5,54","Saudi-Arabien","Saudi Stock Exchange","SAR"
"900947","SHANGHAI ZHENHUA HEAVY INDUSTRY LT","Industrie","Aktien","443.724,80","0,00","443.724,80","1.733.300,00","0,26","China","Shanghai Stock Exchange","USD"
"TRIVENI","TRIVENI ENGINEERING AND INDUSTRIES","Nichtzyklische Konsumgüter","Aktien","428.926,73","0,00","428.926,73","177.028,00","2,42","Indien","National Stock Exchange Of India","INR"
"CAMPUS","CAMPUS ACTIVEWEAR LTD","Zyklische Konsumgüter ","Aktien","431.505,66","0,00","431.505,66","195.290,00","2,21","Indien","National Stock Exchange Of India","INR"
"VINP","VINCI COMPASS INVESTMENTS LTD CLAS","Finanzwesen","Aktien","418.903,45","0,00","418.903,45","44.995,00","9,31","Brasilien","NASDAQ","USD"
"PNCINFRA","PNC INFRATECH LTD","Industrie","Aktien","418.336,54","0,00","418.336,54","287.597,00","1,45","Indien","National Stock Exchange Of India","INR"
"5314","MYSON CENTURY INC","IT","Aktien","412.237,97","0,00","412.237,97","473.628,00","0,87","Taiwan","Gretai Securities Market","TWD"
"CSBBANK","CSB BANK LTD","Finanzwesen","Aktien","397.493,88","0,00","397.493,88","116.140,00","3,42","Indien","National Stock Exchange Of India","INR"
"3613","BEIJING TONG REN TANG CHINESE MEDI","Gesundheitsversorgung","Aktien","398.153,20","0,00","398.153,20","555.337,00","0,72","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AVIA","AVIA AVIAN PT","Materialien","Aktien","398.156,25","0,00","398.156,25","20.652.900,00","0,02","Indonesien","Indonesia Stock Exchange","IDR"
"AHLUCONT","AHLUWALIA CONTRACTS (INDIA) LTD","Industrie","Aktien","398.170,48","0,00","398.170,48","67.300,00","5,92","Indien","National Stock Exchange Of India","INR"
"DCMSHRIRAM","DCM SHRIRAM LTD","Materialien","Aktien","393.158,96","0,00","393.158,96","38.332,00","10,26","Indien","National Stock Exchange Of India","INR"
"2517","GUOQUAN FOOD (SHANGHAI) CLASS H LT","Nichtzyklische Konsumgüter","Aktien","386.457,46","0,00","386.457,46","2.055.600,00","0,19","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ISGEC","ISGEC HEAVY ENGINEERING LTD","Industrie","Aktien","386.598,91","0,00","386.598,91","48.193,00","8,02","Indien","National Stock Exchange Of India","INR"
"001570","KUM YANG LTD","Materialien","Aktien","389.164,62","0,00","389.164,62","83.557,00","4,66","Korea","Korea Exchange (Stock Market)","KRW"
"OPUS","OPUS GLOBAL","Industrie","Aktien","385.888,81","0,00","385.888,81","456.572,00","0,85","Ungarn","Budapest Stock Exchange","HUF"
"AEONCR","AEON CREDIT SERVICE (M)","Finanzwesen","Aktien","379.236,40","0,00","379.236,40","293.300,00","1,29","Malaysia","Bursa Malaysia","MYR"
"APIC","PACIFIC STRATEGIC FINANCIAL","Finanzwesen","Aktien","380.268,57","0,00","380.268,57","16.373.700,00","0,02","Indonesien","Indonesia Stock Exchange","IDR"
"2648","ANJOY FOODS GROUP LTD CLASS H","Nichtzyklische Konsumgüter","Aktien","372.760,70","0,00","372.760,70","48.500,00","7,69","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"900901","INESA INTELLIGENT TECH INC B","IT","Aktien","373.112,10","0,00","373.112,10","583.900,00","0,64","China","Shanghai Stock Exchange","USD"
"PASEU.E","PASIFIK EURASIA LOJISTIK DIS TICAR","Industrie","Aktien","367.633,98","0,00","367.633,98","290.495,00","1,27","Türkei","Istanbul Stock Exchange","TRY"
"0220W0","HANWHA MACHINERY AND SERVICE HOLDI","Industrie","Aktien","369.882,71","0,00","369.882,71","76.734,00","4,82","Korea","Korea Exchange (Stock Market)","KRW"
"3380","LOGAN GROUP COMPANY LTD","Immobilien","Aktien","371.702,79","0,00","371.702,79","2.333.000,00","0,16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2722","CHONGQING MACHINERY & ELECTRIC LTD","Industrie","Aktien","363.985,14","0,00","363.985,14","1.670.000,00","0,22","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GRINFRA","G R INFRAPROJECTS","Industrie","Aktien","345.394,65","0,00","345.394,65","39.969,00","8,64","Indien","National Stock Exchange Of India","INR"
"1921","DALIPAL HOLDINGS LTD","Energie","Aktien","335.919,90","0,00","335.919,90","838.000,00","0,40","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"-","TRIVENI POWER TRANSMISSION LIMITED","Nichtzyklische Konsumgüter","Aktien","322.330,61","0,00","322.330,61","56.777,00","5,68","Indien","National Stock Exchange Of India","INR"
"ECILC.E","EIS ECZACIBASI ILAC SINAI VE FINAN","Nichtzyklische Konsumgüter","Aktien","305.525,31","0,00","305.525,31","231.281,00","1,32","Türkei","Istanbul Stock Exchange","TRY"
"1304","FORTIOR TECHNOLOGY (SHENZHEN) LTD","IT","Aktien","289.536,24","0,00","289.536,24","18.000,00","16,09","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"003570","SNT DYNAMICS LTD","Industrie","Aktien","275.494,81","0,00","275.494,81","13.309,00","20,70","Korea","Korea Exchange (Stock Market)","KRW"
"FIRSTCRY","BRAINBEES SOLUTIONS","Zyklische Konsumgüter ","Aktien","268.822,37","0,00","268.822,37","152.379,00","1,76","Indien","National Stock Exchange Of India","INR"
"TSFINV","TSF INVESTMENTS LTD","Zyklische Konsumgüter ","Aktien","263.230,78","0,00","263.230,78","56.629,00","4,65","Indien","National Stock Exchange Of India","INR"
"BSOKE.E","BATICIM CIMENTO SANAYI A.S.","Materialien","Aktien","254.325,20","0,00","254.325,20","778.567,00","0,33","Türkei","Istanbul Stock Exchange","TRY"
"4083","UNITED INTERNATIONAL HOLDING","Finanzwesen","Aktien","256.577,78","0,00","256.577,78","34.871,00","7,36","Saudi-Arabien","Saudi Stock Exchange","SAR"
"MTEL","DAYAMITRA TELEKOMUNIKASI","Kommunikation","Aktien","235.505,26","0,00","235.505,26","8.740.300,00","0,03","Indonesien","Indonesia Stock Exchange","IDR"
"030190","NICE INFORMATION SERVICE LTD","Industrie","Aktien","237.463,99","0,00","237.463,99","20.871,00","11,38","Korea","Korea Exchange (Stock Market)","KRW"
"016790","HYUNDAI FEED INC","Nichtzyklische Konsumgüter","Aktien","148.506,25","0,00","148.506,25","458.716,00","0,32","Korea","Korea Exchange (Kosdaq)","KRW"
"LIDER.E","LDR TURIZM AS","Industrie","Aktien","144.734,97","0,00","144.734,97","401.421,00","0,36","Türkei","Istanbul Stock Exchange","TRY"
"-","ECOPRO BM CO LTD","Industrie","Aktien","144.663,55","0,00","144.663,55","15.142,00","9,55","Korea","Korea Exchange (Kosdaq)","KRW"
"SGD","SGD CASH","Cash und/oder Derivate","Geldmarkt","126.423,61","0,00","126.423,61","161.260,00","78,40","Singapur","-","SGD"
"6689","CHONGQING HONGJIU FRUIT CLASS H LT","Nichtzyklische Konsumgüter","Aktien","97.268,89","0,00","97.268,89","1.310.400,00","0,07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MOVI9","MOVIDA PARTICIPACOES SA RIGHTS","Industrie","Aktien","90.257,80","0,00","90.257,80","56.080,00","1,61","Brasilien","XBSP","BRL"
"WSKT","WASKITA KARYA PERSERO CLS A","Industrie","Aktien","88.831,21","0,00","88.831,21","27.312.967,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"-","IGL SPIRITS LTD","Materialien","Aktien","73.436,09","0,00","73.436,09","10.594,00","6,93","Indien","National Stock Exchange Of India","INR"
"BANK","BANK ALADIN SYARIAH","Finanzwesen","Aktien","76.132,81","0,00","76.132,81","5.194.600,00","0,01","Indonesien","Indonesia Stock Exchange","IDR"
"EGP","EGP CASH","Cash und/oder Derivate","Geldmarkt","68.071,62","0,00","68.071,62","3.545.170,00","1,92","Ägypten","-","EGP"
"-","TVS HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","57.810,76","0,00","57.810,76","554.622,00","0,10","Indien","-","INR"
"KRW","KRW/USD","Cash und/oder Derivate","FX","45.594,34","0,00","45.594,34","-6.708.749.497,00","1,00","Vereinigte Staaten","-","USD"
"ABCB10","BANCO ABC BRASIL RIGHTS SA","Finanzwesen","Aktien","43.820,16","0,00","43.820,16","9.138,00","4,80","Brasilien","XBSP","BRL"
"GBP","GBP/USD","Cash und/oder Derivate","FX","41.752,29","0,00","41.752,29","-4.128.168,00","1,00","Vereinigte Staaten","-","USD"
"IDR","IDR/USD","Cash und/oder Derivate","FX","31.640,42","0,00","31.640,42","-400.000.000.000,00","1,00","Vereinigte Staaten","-","USD"
"200012","CSG HOLDING LTD B","Materialien","Aktien","29.043,80","0,00","29.043,80","182.294,00","0,16","China","Shenzhen Stock Exchange","HKD"
"2676448D","L&C BIO CO LTD","Gesundheitsversorgung","Aktien","27.856,11","0,00","27.856,11","5.201,00","5,36","Korea","Korea Exchange (Kosdaq)","KRW"
"-","ENNATURE BIO PHARMA LIMITED","Materialien","Aktien","24.476,39","0,00","24.476,39","3.531,00","6,93","Indien","National Stock Exchange Of India","INR"
"532425","GENUS PRIME INFRA LTD","Immobilien","Aktien","17.588,83","0,00","17.588,83","38.255,00","0,46","Indien","Bse Ltd","INR"
"-","INOX RENEWABLE SOLUTIONS LTD","Versorger","Aktien","18.969,60","0,00","18.969,60","40.889,00","0,46","Indien","National Stock Exchange Of India","INR"
"BEBS","BERKAH BETON SADAYA","Materialien","Aktien","7.047,35","0,00","7.047,35","39.515.500,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"IRAO","INTER RAO EES","Versorger","Aktien","8.484,38","0,00","8.484,38","71.692.998,00","0,00","Russland","Standard-Classica-Forts","RUB"
"SBER","SBERBANK ROSSII","Finanzwesen","Aktien","2.671,94","0,00","2.671,94","22.577.906,00","0,00","Russland","Standard-Classica-Forts","RUB"
"CBOM","MOS CREDIT BANK","Finanzwesen","Aktien","2.711,27","0,00","2.711,27","22.910.261,00","0,00","Russland","Standard-Classica-Forts","RUB"
"GAZP","GAZPROM","Energie","Aktien","2.924,13","0,00","2.924,13","24.708.915,00","0,00","Russland","Standard-Classica-Forts","RUB"
"MWC","MANILA WATER","Versorger","Aktien","3.793,74","0,00","3.793,74","7.000,00","0,54","Philippinen","Philippine Stock Exchange Inc.","PHP"
"OGKB","OGK","Versorger","Aktien","4.708,35","0,00","4.708,35","39.785.568,00","0,00","Russland","Standard-Classica-Forts","RUB"
"BRL","BRL/USD","Cash und/oder Derivate","FX","4.723,95","0,00","4.723,95","-37.700.378,00","1,00","Vereinigte Staaten","-","USD"
"RUB","RUB CASH","Cash und/oder Derivate","Geldmarkt","-0,02","0,00","-0,02","-2,00","1,18","Russland","-","RUB"
"CHF","CHF CASH","Cash und/oder Derivate","Geldmarkt","565,00","0,00","565,00","465,00","121,40","Schweiz","-","CHF"
"182400","NKGEN BIOTECH KOREA","Gesundheitsversorgung","Aktien","0,00","0,00","0,00","36.189,00","0,00","Korea","Korea Exchange (Kosdaq)","KRW"
"POOL","POOL ADVISTA INDONESIA","Finanzwesen","Aktien","0,00","0,00","0,00","2.694.400,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"SUGI","SUGIH ENERGY","Energie","Aktien","0,00","0,00","0,00","5.586.800,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"-","CHENNAI SUPER KINGS CRICKET LTD Prvt","Kommunikation","Aktien","0,01","0,00","0,01","83.679,00","0,00","Indien","Bse Ltd","INR"
"RIMO","RIMO INTERNATIONAL LESTARI","Immobilien","Aktien","0,03","0,00","0,03","45.164.059,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"KCAER.E","KOCAER CELIK SANAYI VE TICARET AS","Materialien","Aktien","0,04","0,00","0,04","0,00","0,25","Türkei","Istanbul Stock Exchange","TRY"
"-","SUPERB SUMMIT INTERNATIONAL TIMBER","Industrie","Aktien","0,04","0,00","0,04","35.000,00","0,00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"IIKP","INTI AGRI RESOURCES","Nichtzyklische Konsumgüter","Aktien","0,04","0,00","0,04","74.348.960,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"TRAM","TRADA ALAM MINERA","Industrie","Aktien","0,04","0,00","0,04","67.251.600,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"6452","PHARMALLY LTD","Gesundheitsversorgung","Aktien","0,05","0,00","0,05","154.505,00","0,00","Taiwan","Taiwan Stock Exchange","TWD"
"KONTR.E","KONTROLMATIK TEKNOLOJI ENERJI VE M","Industrie","Aktien","0,05","0,00","0,05","1,00","0,06","Türkei","Istanbul Stock Exchange","TRY"
"-","KANGMEI PHARMACEUTICAL RIGHTS OF I","Gesundheitsversorgung","Aktien","0,07","0,00","0,07","48.561,00","0,00","China","NO MARKET (E.G. UNLISTED)","CNH"
"MYRX","HANSON INTERNATIONAL","Immobilien","Aktien","0,11","0,00","0,11","189.876.200,00","0,00","Indonesien","Indonesia Stock Exchange","IDR"
"967","SOUND GLOBAL LTD","Versorger","Aktien","0,15","0,00","0,15","120.000,00","0,00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"VTBR","BANK VTB","Finanzwesen","Aktien","0,15","0,00","0,15","1.288.703,00","0,00","Russland","Standard-Classica-Forts","RUB"
"940","CHINA ANIMAL HEALTHCARE LTD","Gesundheitsversorgung","Aktien","0,16","0,00","0,16","129.000,00","0,00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KTLEV.E","KATILIMEVIM TASARRUF FINANSMAN A.S","Finanzwesen","Aktien","0,16","0,00","0,16","0,00","0,51","Türkei","Istanbul Stock Exchange","TRY"
"IFEC.F","INTER FAR EAST ENERGY CORPORATION","Versorger","Aktien","0,26","0,00","0,26","878.800,00","0,00","Thailand","Stock Exchange Of Thailand","THB"
"SARKY.E","SARKUYSAN ELEKTROLITIK BAKIR SANAY","Industrie","Aktien","0,31","0,00","0,31","1,00","0,46","Türkei","Istanbul Stock Exchange","TRY"
"CWENE.E","CW ENERJI MUHENDISLIK TICARET VE S","Industrie","Aktien","0,33","0,00","0,33","1,00","0,50","Türkei","Istanbul Stock Exchange","TRY"
"-","China Common Rich Renewable Energy Prvt","IT","Aktien","0,41","0,00","0,41","323.100,00","0,00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"YEOTK.E","YEO TEKNOLOJI ENERJI VE ENDUSTRI","Industrie","Aktien","0,43","0,00","0,43","1,00","0,62","Türkei","Istanbul Stock Exchange","TRY"
"2268","YOUYUAN INTERNATIONAL HOLDINGS LTD","Materialien","Aktien","0,53","0,00","0,53","417.000,00","0,00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1819","FUGUINIAO LTD H","Zyklische Konsumgüter ","Aktien","0,54","0,00","0,54","421.000,00","0,00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"FFGRP","FOLLI FOLLIE S.A. SA","Zyklische Konsumgüter ","Aktien","0,66","0,00","0,66","57.098,00","0,00","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"6606","NEW HORIZON HEALTH LTD","Gesundheitsversorgung","Aktien","0,76","0,00","0,76","593.000,00","0,00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
